Source apportionment for 150 cities
commit 6a045405445885d5976afee7b0f674567d072dd9
emissions cdf = Z:/pisonen/SHERPA/pm25_slidingWindows_emepChimere/emep/full domain/BC_emi_PM25_Y_SNAP.nc
concentrations cdf = Z:/pisonen/SHERPA/pm25_slidingWindows_emepChimere/emep/full domain/BC_conc_PM25_Y_emep.nc
model folder = Z:/pisonen/SHERPA/pm25_slidingWindows_emepChimere/emep/full domain/SR_SURF_ug_PM25_rh50.nc
model;pollutant;target;source;snap;precursor;potential;relative_potential;potency;target_conc_basecase;delta_conc;DE
sherpa_emep;PM25;Wien;Wien_Comm;10;PPM;1.484916e-02;1.231901e-01;1.081192e-04;1.205385e+01;7.424580e-03;6.867034e+01
sherpa_emep;PM25;Wien;Wien_Comm;10;SOx;2.008061e-05;1.665908e-04;1.751307e-05;1.205385e+01;1.004031e-05;5.733035e-01
sherpa_emep;PM25;Wien;Wien_Comm;1;NH3;2.872956e-02;2.383433e-01;2.021995e-04;1.205385e+01;1.436478e-02;7.104259e+01
sherpa_emep;PM25;Wien;Wien_Comm;1;NMVOC;4.513405e-03;3.744366e-02;4.470031e-06;1.205385e+01;2.256702e-03;5.048516e+02
sherpa_emep;PM25;Wien;Wien_Comm;1;NOx;8.474151e-02;7.030242e-01;1.898634e-05;1.205385e+01;4.237076e-02;2.231644e+03
sherpa_emep;PM25;Wien;Wien_Comm;1;PPM;1.106838e-01;9.182437e-01;3.038398e-04;1.205385e+01;5.534188e-02;1.821417e+02
sherpa_emep;PM25;Wien;Wien_Comm;1;SOx;4.026837e-02;3.340705e-01;2.672026e-05;1.205385e+01;2.013419e-02;7.535177e+02
sherpa_emep;PM25;Wien;Wien_Comm;2;NH3;2.729033e-02;2.264033e-01;1.863231e-04;1.205385e+01;1.364517e-02;7.323389e+01
sherpa_emep;PM25;Wien;Wien_Comm;2;NMVOC;7.694869e-03;6.383741e-02;2.626227e-06;1.205385e+01;3.847435e-03;1.465004e+03
sherpa_emep;PM25;Wien;Wien_Comm;2;NOx;3.732295e-02;3.096349e-01;1.772204e-05;1.205385e+01;1.866147e-02;1.053010e+03
sherpa_emep;PM25;Wien;Wien_Comm;2;PPM;1.324639e-01;1.098934e+00;1.514215e-04;1.205385e+01;6.623196e-02;4.374014e+02
sherpa_emep;PM25;Wien;Wien_Comm;2;SOx;2.556269e-02;2.120707e-01;4.186815e-05;1.205385e+01;1.278135e-02;3.052762e+02
sherpa_emep;PM25;Wien;Wien_Comm;3;NH3;6.407027e-03;5.315335e-02;2.076109e-04;1.205385e+01;3.203514e-03;1.543037e+01
sherpa_emep;PM25;Wien;Wien_Comm;3;NMVOC;1.420057e-03;1.178094e-02;4.602258e-06;1.205385e+01;7.100287e-04;1.542783e+02
sherpa_emep;PM25;Wien;Wien_Comm;3;NOx;2.834776e-02;2.351759e-01;1.877702e-05;1.205385e+01;1.417388e-02;7.548524e+02
sherpa_emep;PM25;Wien;Wien_Comm;3;PPM;2.536509e-02;2.104314e-01;2.752508e-04;1.205385e+01;1.268255e-02;4.607633e+01
sherpa_emep;PM25;Wien;Wien_Comm;3;SOx;4.255597e-02;3.530487e-01;4.934494e-05;1.205385e+01;2.127799e-02;4.312091e+02
sherpa_emep;PM25;Wien;Wien_Comm;4;NH3;2.381914e-04;1.976060e-03;4.412501e-05;1.205385e+01;1.190957e-04;2.699052e+00
sherpa_emep;PM25;Wien;Wien_Comm;4;NMVOC;4.438958e-03;3.682605e-02;4.370610e-06;1.205385e+01;2.219479e-03;5.078191e+02
sherpa_emep;PM25;Wien;Wien_Comm;4;NOx;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_Comm;4;PPM;4.442681e-02;3.685693e-01;2.543863e-04;1.205385e+01;2.221341e-02;8.732157e+01
sherpa_emep;PM25;Wien;Wien_Comm;4;SOx;1.599194e-03;1.326708e-02;4.698998e-05;1.205385e+01;7.995972e-04;1.701634e+01
sherpa_emep;PM25;Wien;Wien_Comm;5;NH3;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
